
----------
Loaded log file: "server_log.txt".
----------

SA-MP Dedicated Server
----------------------
v0.3.DL-R1, (C)2005-2018 SA-MP Team

[00:35:08] 
[00:35:08] Server Plugins
[00:35:08] --------------
[00:35:08]  Loading plugin: sscanf
[00:35:08] 

[00:35:08]  ===============================

[00:35:08]       sscanf plugin loaded.     

[00:35:08]          Version:  2.8.2        

[00:35:08]    (c) 2012 Alex "Y_Less" Cole  
[00:40:49] [artwork:crc] appartment.txd CRC = 0x96F5A93E
[00:40:49] [artwork:crc] appart_crc.dff CRC = 0xB01CEFAB
[00:40:49] [artwork:crc] appartment.txd CRC = 0x96F5A93E
[00:40:49] [artwork:crc] indust_bld_02.dff CRC = 0x6ABBEC1B
[00:40:49] [artwork:crc] builds_gen.txd CRC = 0x74E164A2
[00:40:49] [artwork:crc] indust_bld_01.dff CRC = 0xD5C7B0
[00:40:50] [artwork:crc] builds_gen.txd CRC = 0x74E164A2
[00:40:50] [artwork:crc] live_bld_crs.dff CRC = 0x20639D29
[00:40:50] [artwork:crc] clowns_bld.txd CRC = 0x9336C3D4
[00:40:50] [artwork:crc] china_build_005.dff CRC = 0xFD0C43B6
[00:40:50] [artwork:crc] china_town.txd CRC = 0x7DE9EFEE
[00:40:50] [artwork:crc] china_build_002.dff CRC = 0xE03F5785
[00:40:50] [artwork:crc] china_town.txd CRC = 0x7DE9EFEE
[00:40:50] [artwork:crc] china_build_003.dff CRC = 0x27D86FD
[00:40:50] [artwork:crc] china_town.txd CRC = 0x7DE9EFEE
[00:40:50] [artwork:crc] china_mainten.dff CRC = 0xF5C09A1D
[00:40:50] [artwork:crc] china_town.txd CRC = 0x7DE9EFEE
[00:40:50] [artwork:crc] m_tawi_2.dff CRC = 0xF6DF6287
[00:40:50] [artwork:crc] m_tawi.txd CRC = 0xD4AFD802
[00:40:50] [artwork:crc] m_tawi_4.dff CRC = 0xFEA6284C
[00:40:50] [artwork:crc] m_tawi.txd CRC = 0xD4AFD802
[00:40:50] [artwork:crc] m_tawi_1.dff CRC = 0x6C8BD05C
[00:40:50] [artwork:crc] m_tawi.txd CRC = 0xD4AFD802
[00:40:50] [artwork:crc] m_tawi_3.dff CRC = 0xA5B01E6
[00:40:50] [artwork:crc] m_tawi.txd CRC = 0xD4AFD802
[00:40:50] [artwork:crc] china_maintenr.dff CRC = 0x2AE7644A
[00:40:51] [artwork:crc] china_town.txd CRC = 0x7DE9EFEE
[00:40:51] [artwork:crc] china_fish.dff CRC = 0x849D6CD4
[00:40:51] [artwork:crc] chi_warehouse.txd CRC = 0xC07140A0
[00:40:51] [artwork:crc] china_build_004.dff CRC = 0x5A7841EA
[00:40:51] [artwork:crc] china_town.txd CRC = 0x7DE9EFEE
[00:40:51] [artwork:crc] ind_pinbld_end01.dff CRC = 0x14AC261C
[00:40:51] [artwork:crc] builds_2.txd CRC = 0x35F5FA4
[00:40:51] [artwork:crc] ind_pinbld_end02.dff CRC = 0x67FCEB90
[00:40:51] [artwork:crc] builds_2.txd CRC = 0x35F5FA4
[00:40:51] [artwork:crc] ind_pinbld_win.dff CRC = 0xDC82A28E
[00:40:51] [artwork:crc] builds_2.txd CRC = 0x35F5FA4
[00:40:51] [artwork:crc] ind_pinbld_mid.dff CRC = 0x5B56932A
[00:40:51] [artwork:crc] builds_2.txd CRC = 0x35F5FA4
[00:40:51] [artwork:crc] ind_pinbld_ent.dff CRC = 0xC7C8532A
[00:40:51] [artwork:crc] builds_2.txd CRC = 0x35F5FA4
[00:40:51] [artwork:crc] ind_hot_ent.dff CRC = 0xED5B380A
[00:40:51] [artwork:crc] builds_2.txd CRC = 0x35F5FA4
[00:40:51] [artwork:crc] ind_hot_mid01.dff CRC = 0x7C6A4192
[00:40:51] [artwork:crc] builds_2.txd CRC = 0x35F5FA4
[00:40:51] [artwork:crc] ind_hot_crn01.dff CRC = 0x2F199113
[00:40:51] [artwork:crc] builds_2.txd CRC = 0x35F5FA4
[00:40:51] [artwork:crc] ind_hot_mid03.dff CRC = 0xBF5EE79
[00:40:51] [artwork:crc] builds_2.txd CRC = 0x35F5FA4
[00:40:51] [artwork:crc] ind_hot_mid02.dff CRC = 0x9FC684C1
[00:40:52] [artwork:crc] builds_2.txd CRC = 0x35F5FA4
[00:40:52] [artwork:crc] ind_hot_crn02.dff CRC = 0x8770FC1D
[00:40:52] [artwork:crc] builds_2.txd CRC = 0x35F5FA4
[00:40:52] [artwork:crc] was_dead_dere.dff CRC = 0x2DECF3BE
[00:40:52] [artwork:crc] dere.txd CRC = 0x5E9B8D17
[00:40:52] [artwork:crc] big_trash_35m.dff CRC = 0x740A86E9
[00:40:52] [artwork:crc] dere.txd CRC = 0x5E9B8D17
[00:40:52] [artwork:crc] was_dead_whi.dff CRC = 0x3FE46A8D
[00:40:52] [artwork:crc] dere.txd CRC = 0x5E9B8D17
[00:40:52] [artwork:crc] iten_details7.dff CRC = 0xE873C5F8
[00:40:52] [artwork:crc] gen.txd CRC = 0x544D1C7C
[00:40:52] [artwork:crc] was_subhouse01.dff CRC = 0x81221786
[00:40:52] [artwork:crc] sub_urbanold.txd CRC = 0x370404C9
[00:40:52] [artwork:crc] was_subhouse02.dff CRC = 0x24737555
[00:40:52] [artwork:crc] sub_urbanold.txd CRC = 0x370404C9
[00:40:52] [artwork:crc] was_subhouse03.dff CRC = 0x4124C717
[00:40:52] [artwork:crc] sub_urbanold.txd CRC = 0x370404C9
[00:40:52] [artwork:crc] was_subhouse01c.dff CRC = 0x9E1722BC
[00:40:52] [artwork:crc] sub_urbanold.txd CRC = 0x370404C9
[00:40:52] [artwork:crc] was_subhouse02c.dff CRC = 0x5AE6ADC1
[00:40:53] [artwork:crc] sub_urbanold.txd CRC = 0x370404C9
[00:40:53] [artwork:crc] was_sub_grg.dff CRC = 0xB84111AA
[00:40:53] [artwork:crc] sub_grg.txd CRC = 0xDD5215D0
[00:40:53] [artwork:crc] was_trees.dff CRC = 0x7990A30D
[00:40:53] [artwork:crc] woo.txd CRC = 0xDA600858
[00:40:53] [artwork:crc] national_dinner.dff CRC = 0xF87E17A2
[00:40:53] [artwork:crc] dinner_n.txd CRC = 0x61C65FD0
[00:40:53] [artwork:crc] ig_ho_base.dff CRC = 0x2F22A4F5
[00:40:53] [artwork:crc] hotel_DT.txd CRC = 0x657C7FCF
[00:40:53] [artwork:crc] ig_ho_mid03.dff CRC = 0x949F0E33
[00:40:53] [artwork:crc] hotel_DT.txd CRC = 0x657C7FCF
[00:40:53] [artwork:crc] ig_ho_mid02.dff CRC = 0xB3AA4A9F
[00:40:53] [artwork:crc] hotel_DT.txd CRC = 0x657C7FCF
[00:40:53] [artwork:crc] ig_ho_ent.dff CRC = 0x53733230
[00:40:53] [artwork:crc] hotel_DT.txd CRC = 0x657C7FCF
[00:40:53] [artwork:crc] ig_ho_r03.dff CRC = 0x948F4F77
[00:40:53] [artwork:crc] hotel_dt.txd CRC = 0x657C7FCF
[00:40:53] [artwork:crc] ig_ho_r01.dff CRC = 0x7C9A429B
[00:40:53] [artwork:crc] hotel_dt.txd CRC = 0x657C7FCF
[00:40:53] [artwork:crc] ig_ho_r02.dff CRC = 0x306033F9
[00:40:53] [artwork:crc] hotel_dt.txd CRC = 0x657C7FCF
[00:40:53] [artwork:crc] was_J-brick.dff CRC = 0x7DCDE92C
[00:40:54] [artwork:crc] jax1.txd CRC = 0x54B6C0DC
[00:40:54] [artwork:crc] was_ind_crane.dff CRC = 0x5C3E9B1
[00:40:54] [artwork:crc] ind_crane.txd CRC = 0x1A8A418E
[00:40:54] [artwork:crc] ig_ho_lad01.dff CRC = 0xAA94457D
[00:40:54] [artwork:crc] hotel_DT.txd CRC = 0x657C7FCF
[00:40:54] [artwork:crc] ig_ho_lad02.dff CRC = 0x5B67CE25
[00:40:54] [artwork:crc] hotel_DT.txd CRC = 0x657C7FCF
[00:40:54] [artwork:crc] was_parkfnc.dff CRC = 0xDB809FD9
[00:40:54] [artwork:crc] az_mt.txd CRC = 0x45064840
[00:40:54] [artwork:crc] was_sub_sht.dff CRC = 0x905E1929
[00:40:54] [artwork:crc] sub_hou.txd CRC = 0x907CE944
[00:40:54] [artwork:crc] g_rail.dff CRC = 0xD330B5EA
[00:40:54] [artwork:crc] old_stuff.txd CRC = 0xC972FDC3
[00:40:54] [artwork:crc] telgrphpoles.dff CRC = 0xC55065DD
[00:40:54] [artwork:crc] old_stuff.txd CRC = 0xC972FDC3
[00:40:54] [artwork:crc] national_dinner_a.dff CRC = 0xB9996CA4
[00:40:54] [artwork:crc] dinner_n.txd CRC = 0x61C65FD0
[00:40:54] [artwork:crc] was_dt_hoodZ.dff CRC = 0xC80DC75
[00:40:54] [artwork:crc] was_dt_hoodZ.txd CRC = 0x55E62994
[00:40:54] [artwork:crc] was_brd_end01.dff CRC = 0x954300C5
[00:40:54] [artwork:crc] hibrd.txd CRC = 0x8CDE9A02
[00:40:54] [artwork:crc] was_brd_cr.dff CRC = 0xF417CAA5
[00:40:54] [artwork:crc] hibrd.txd CRC = 0x8CDE9A02
[00:40:54] [artwork:crc] was_pin_group.dff CRC = 0xC672AE22
[00:40:54] [artwork:crc] wtre.txd CRC = 0xC40D06C5
[00:40:54] [artwork:crc] was_indust_base.dff CRC = 0x75FE135A
[00:40:55] [artwork:crc] was_indust_base.txd CRC = 0x6647A257
[00:40:55] [artwork:crc] was_stadium.dff CRC = 0x989E5388
[00:40:55] [artwork:crc] was_stadium.txd CRC = 0x8E5874BE
[00:40:55] [artwork:crc] ru_fuck_lnd.dff CRC = 0xC4E0E0DF
[00:40:55] [artwork:crc] grd.txd CRC = 0x2ABD3A35
[00:40:55] [artwork:crc] car_big_grp.dff CRC = 0x8E051507
[00:40:55] [artwork:crc] wscr.txd CRC = 0x18E52D55
[00:40:55] [artwork:crc] was_truline.dff CRC = 0xEE569847
[00:40:55] [artwork:crc] wscr.txd CRC = 0x18E52D55
[00:40:55] [artwork:crc] was_rock_grp.dff CRC = 0xB2AF1C56
[00:40:55] [artwork:crc] cliffs_pack.txd CRC = 0x24BE088C
[00:40:55] [artwork:crc] rus_vov_angar.dff CRC = 0x5F42E5
[00:40:55] [artwork:crc] vov.txd CRC = 0x994A7EE0
[00:40:55] [artwork:crc] rus_vov_zab.dff CRC = 0x3FF24DED
[00:40:55] [artwork:crc] vov.txd CRC = 0x994A7EE0
[00:40:55] [artwork:crc] rus_vov_gate.dff CRC = 0x8A57BFA4
[00:40:55] [artwork:crc] vov.txd CRC = 0x994A7EE0
[00:40:55] [artwork:crc] pylon_1.dff CRC = 0x79B80DD5
[00:40:55] [artwork:crc] old_stuff.txd CRC = 0xC972FDC3
[00:40:56] [artwork:crc] bar_det01.dff CRC = 0x42891BDB
[00:40:56] [artwork:crc] slut_int.txd CRC = 0xACABD7F8
[00:40:56] [artwork:crc] bar_det02.dff CRC = 0xE2F6E78
[00:40:56] [artwork:crc] slut_int.txd CRC = 0xACABD7F8
[00:40:56] [artwork:crc] bar_int.dff CRC = 0xAABD5628
[00:40:56] [artwork:crc] slut_int.txd CRC = 0xACABD7F8
[00:40:56] [artwork:crc] basement_lamp.dff CRC = 0x48B121CA
[00:40:56] [artwork:crc] MH2Ass.txd CRC = 0x7022F527
[00:40:56] [artwork:crc] rub_pa.dff CRC = 0xAE19715E
[00:40:56] [artwork:crc] mh2.txd CRC = 0x232AEBDD
[00:40:56] [artwork:crc] was_savehou.dff CRC = 0x5E71BCB3
[00:40:56] [artwork:crc] save_int.txd CRC = 0x6FBEC51D
[00:40:56] [artwork:crc] was_NH_bld.dff CRC = 0x76126493
[00:40:56] [artwork:crc] chem.txd CRC = 0xD22A0CAA
[00:40:56] [artwork:crc] was_dea_app_e.dff CRC = 0x682E2FCC
[00:40:56] [artwork:crc] dea_app.txd CRC = 0x4C7D1401
[00:40:56] [artwork:crc] was_dea_app_r.dff CRC = 0x4968F113
[00:40:56] [artwork:crc] dea_app.txd CRC = 0x4C7D1401
[00:40:56] [artwork:crc] was_dea_app_m.dff CRC = 0x3AE07BE2
[00:40:56] [artwork:crc] dea_app.txd CRC = 0x4C7D1401
[00:40:56] [artwork:crc] dtn_appart_dw.dff CRC = 0x9E594FF5
[00:40:57] [artwork:crc] dtn_app.txd CRC = 0xD5870CD9
[00:40:57] [artwork:crc] dtn_appart_md.dff CRC = 0x7C9CFA96
[00:40:57] [artwork:crc] dtn_app.txd CRC = 0xD5870CD9
[00:40:57] [artwork:crc] dtn_appart_rf.dff CRC = 0x1F81EE8E
[00:40:57] [artwork:crc] dtn_app.txd CRC = 0xD5870CD9
[00:40:57] [artwork:crc] was_appart_d.dff CRC = 0xC27984EF
[00:40:57] [artwork:crc] neoclassic.txd CRC = 0x4CD81B6B
[00:40:57] [artwork:crc] was_appart_r.dff CRC = 0x93C73EDB
[00:40:57] [artwork:crc] neoclassic.txd CRC = 0x4CD81B6B
[00:40:58] [artwork:crc] was_appart_m.dff CRC = 0xC23072A9
[00:40:58] [artwork:crc] neoclassic.txd CRC = 0x4CD81B6B
[00:40:58] [artwork:crc] bush_street.dff CRC = 0xBA4C3F5
[00:40:58] [artwork:crc] fo3_stuff.txd CRC = 0x5C93D80B
[00:40:58] [artwork:crc] was_ind_fnc_c.dff CRC = 0x31E4E09B
[00:40:58] [artwork:crc] fact_1.txd CRC = 0xA6F7993B
[00:40:58] [artwork:crc] was_ind_fnc.dff CRC = 0xD8052A21
[00:40:58] [artwork:crc] fact_1.txd CRC = 0xA6F7993B
[00:40:58] [artwork:crc] bush_st_big.dff CRC = 0xAF037D71
[00:40:58] [artwork:crc] fo3_stuff.txd CRC = 0x5C93D80B
[00:40:58] [artwork:crc] int_cor01.dff CRC = 0x7BD7C6B4
[00:40:58] [artwork:crc] intz_1.txd CRC = 0xBE66C210
[00:40:58] [artwork:crc] int_cor02.dff CRC = 0xBAF2A595
[00:40:58] [artwork:crc] intz_1.txd CRC = 0xBE66C210
[00:40:58] [artwork:crc] int_roomA.dff CRC = 0xBFAF9FEA
[00:40:58] [artwork:crc] intz_1.txd CRC = 0xBE66C210
[00:40:58] [artwork:crc] int_cor04.dff CRC = 0x172C1A85
[00:40:58] [artwork:crc] intz_1.txd CRC = 0xBE66C210
[00:40:58] [artwork:crc] trash02.dff CRC = 0x148D7350
[00:40:58] [artwork:crc] wastelandsf.txd CRC = 0xAEA14FE5
[00:40:58] [artwork:crc] int_cor05.dff CRC = 0x91AAED48
[00:40:58] [artwork:crc] intz_1.txd CRC = 0xBE66C210
[00:40:58] [artwork:crc] was_su_small_ed.dff CRC = 0xCB4E76F6
[00:40:59] [artwork:crc] was_su_small_ed.txd CRC = 0xDDCE55BC
[00:40:59] [artwork:crc] was_car_r_bld.dff CRC = 0x57516F32
[00:40:59] [artwork:crc] pns.txd CRC = 0x112140F9
[00:40:59] [artwork:crc] ig_motel_homes.dff CRC = 0xC2CDD81C
[00:40:59] [artwork:crc] motels.txd CRC = 0x98AB8857
[00:40:59] [artwork:crc] ig_motel_land.dff CRC = 0x6952D8D8
[00:40:59] [artwork:crc] motels.txd CRC = 0x98AB8857
[00:40:59] [artwork:crc] motel_sign.dff CRC = 0x62F5BB16
[00:40:59] [artwork:crc] motels.txd CRC = 0x98AB8857
[00:40:59] [artwork:crc] petrolpumpnew.dff CRC = 0xCEC38A4E
[00:40:59] [artwork:crc] petrol.txd CRC = 0xF668DC21
[00:40:59] [artwork:crc] yank-1.dff CRC = 0xEA9387FF
[00:40:59] [artwork:crc] air.txd CRC = 0x518AC18E
[00:40:59] [artwork:crc] fal_1.dff CRC = 0xC793D038
[00:40:59] [artwork:crc] air.txd CRC = 0x518AC18E
[00:40:59] [artwork:crc] car_grp.dff CRC = 0xF3596331
[00:40:59] [artwork:crc] wscr.txd CRC = 0x18E52D55
[00:41:00] [artwork:crc] kruma.dff CRC = 0xB5AAB771
[00:41:00] [artwork:crc] air.txd CRC = 0x518AC18E
[00:41:00] [artwork:crc] ocean_02.dff CRC = 0x3FFBE710
[00:41:00] [artwork:crc] wscr.txd CRC = 0x18E52D55
[00:41:00] [artwork:crc] lin_1.dff CRC = 0xBE197EC7
[00:41:00] [artwork:crc] air.txd CRC = 0x518AC18E
[00:41:00] [artwork:crc] stlamp2_d.dff CRC = 0xFFA037E8
[00:41:00] [artwork:crc] old_stuff.txd CRC = 0xC972FDC3
[00:41:00] [artwork:crc] farm_mhlight.dff CRC = 0xEEBF6ABD
[00:41:00] [artwork:crc] mh2.txd CRC = 0x232AEBDD
[00:41:00] [artwork:crc] bus_2.dff CRC = 0x2EB901AF
[00:41:00] [artwork:crc] air.txd CRC = 0x518AC18E
[00:41:00] [artwork:crc] was_rai_mid.dff CRC = 0xDF428040
[00:41:00] [artwork:crc] trainyard.txd CRC = 0x492B2A74
[00:41:00] [artwork:crc] was_rai_cr.dff CRC = 0x5A9C8037
[00:41:00] [artwork:crc] trainyard.txd CRC = 0x492B2A74
[00:41:00] [artwork:crc] des_nbridgebit_02.dff CRC = 0x804E418C
[00:41:00] [artwork:crc] trainyard.txd CRC = 0x492B2A74
[00:41:00] [artwork:crc] was_ent_bd999.dff CRC = 0x903B51E9
[00:41:00] [artwork:crc] az_br.txd CRC = 0x4CBE0F38
[00:41:00] [artwork:crc] was_bri_gen_bld.dff CRC = 0x93B88E8A
[00:41:00] [artwork:crc] az_br.txd CRC = 0x4CBE0F38
[00:41:00] [artwork:crc] traincano_las.dff CRC = 0xB1434F27
[00:41:00] [artwork:crc] trainyard.txd CRC = 0x492B2A74
[00:41:00] [artwork:crc] was_indust_1.dff CRC = 0x1108769
[00:41:00] [artwork:crc] fact_1.txd CRC = 0xA6F7993B
[00:41:00] [artwork:crc] wasind_gate.dff CRC = 0x46CDB777
[00:41:00] [artwork:crc] fact_1.txd CRC = 0xA6F7993B
[00:41:00] [artwork:crc] was_warehous_01.dff CRC = 0xAA2EB903
[00:41:00] [artwork:crc] fact_1.txd CRC = 0xA6F7993B
[00:41:00] [artwork:crc] was_cli_ap.dff CRC = 0xEFA9BBDA
[00:41:01] [artwork:crc] grnd.txd CRC = 0x6DD8ECE3
[00:41:01] [artwork:crc] vent_factory.dff CRC = 0x3FC900F1
[00:41:01] [artwork:crc] nuke_pharm.txd CRC = 0xF1A0C3ED
[00:41:01] [artwork:crc] ig_bld_brk01.dff CRC = 0x6322CD1B
[00:41:01] [artwork:crc] urban_app.txd CRC = 0x4C97EF9
[00:41:01] [artwork:crc] ig_whouse01.dff CRC = 0x993FF648
[00:41:01] [artwork:crc] dockland_txd.txd CRC = 0x564EA4B4
[00:41:01] [artwork:crc] ig_bld_app01.dff CRC = 0x789EFDF6
[00:41:01] [artwork:crc] urban_app.txd CRC = 0x4C97EF9
[00:41:01] [artwork:crc] ig_bld_app02.dff CRC = 0x14EC1068
[00:41:01] [artwork:crc] urban_app.txd CRC = 0x4C97EF9
[00:41:01] [artwork:crc] pans_bld.dff CRC = 0xEC556AA1
[00:41:02] [artwork:crc] clowns_bld.txd CRC = 0x9336C3D4
[00:41:02] [artwork:crc] was_azu_cr_tower.dff CRC = 0xA113C236
[00:41:02] [artwork:crc] az_bld.txd CRC = 0xA1CE51BD
[00:41:02] [artwork:crc] was_az_mainten.dff CRC = 0xA59A04A4
[00:41:02] [artwork:crc] az_mt.txd CRC = 0x45064840
[00:41:02] [artwork:crc] ig_whouseg2.dff CRC = 0x856E06F
[00:41:02] [artwork:crc] dockland_txd.txd CRC = 0x564EA4B4
[00:41:02] [artwork:crc] ig_whouseg1.dff CRC = 0x422E29FB
[00:41:02] [artwork:crc] dockland_txd.txd CRC = 0x564EA4B4
[00:41:02] [artwork:crc] pans_int.dff CRC = 0xB1D9366C
[00:41:02] [artwork:crc] clowns_bld.txd CRC = 0x9336C3D4
[00:41:02] [artwork:crc] pans_int_2.dff CRC = 0xB54F137A
[00:41:02] [artwork:crc] clowns_bld.txd CRC = 0x9336C3D4
[00:41:02] [artwork:crc] pans_decals.dff CRC = 0x22A7C59
[00:41:02] [artwork:crc] clowns_bld.txd CRC = 0x9336C3D4
[00:41:02] [artwork:crc] mtrafficd.dff CRC = 0xBE75C13
[00:41:02] [artwork:crc] old_stuff.txd CRC = 0xC972FDC3
[00:41:02] [artwork:crc] was_cli_crn01.dff CRC = 0xA2A6D471
[00:41:02] [artwork:crc] grnd2.txd CRC = 0xD86D9A5A
[00:41:03] [artwork:crc] was_cli_end01.dff CRC = 0x790A9E2E
[00:41:03] [artwork:crc] grnd2.txd CRC = 0xD86D9A5A
[00:41:03] [artwork:crc] was_cli_mid.dff CRC = 0xEB169A93
[00:41:03] [artwork:crc] grnd2.txd CRC = 0xD86D9A5A
[00:41:03] [artwork:crc] was_cli_end02.dff CRC = 0xC821FD4E
[00:41:03] [artwork:crc] grnd2.txd CRC = 0xD86D9A5A
[00:41:03] [artwork:crc] was_rd_cliff.dff CRC = 0x798F0BCC
[00:41:03] [artwork:crc] wrd.txd CRC = 0x6B66CD12
[00:41:03] [artwork:crc] was_cli_end03.dff CRC = 0x790741B7
[00:41:03] [artwork:crc] grnd2.txd CRC = 0xD86D9A5A
[00:41:03] [artwork:crc] was_rd_cap03.dff CRC = 0xB5537B4D
[00:41:03] [artwork:crc] wrd.txd CRC = 0x6B66CD12
[00:41:03] [artwork:crc] was_rd_capcr.dff CRC = 0x448B2FE
[00:41:03] [artwork:crc] wrd.txd CRC = 0x6B66CD12
[00:41:03] [artwork:crc] was_bigsub03.dff CRC = 0x3971920B
[00:41:03] [artwork:crc] sub_hou.txd CRC = 0x907CE944
[00:41:03] [artwork:crc] was_bigsub02.dff CRC = 0x46E65F94
[00:41:03] [artwork:crc] sub_hou.txd CRC = 0x907CE944
[00:41:03] [artwork:crc] was_bigsub01.dff CRC = 0xBB1F9C9B
[00:41:03] [artwork:crc] sub_hou.txd CRC = 0x907CE944
[00:41:03] [artwork:crc] was_subhouse03c.dff CRC = 0xC511C781
[00:41:04] [artwork:crc] sub_urbanold.txd CRC = 0x370404C9
[00:41:04] [artwork:crc] was_school01.dff CRC = 0x214F3366
[00:41:04] [artwork:crc] manson_school.txd CRC = 0xAC76F605
[00:41:04] [artwork:crc] was_joegas_dlc.dff CRC = 0x78F81D7E
[00:41:04] [artwork:crc] jgas.txd CRC = 0x31D4C323
[00:41:04] [artwork:crc] was_joegas_int.dff CRC = 0x20E8B663
[00:41:04] [artwork:crc] jgas.txd CRC = 0x31D4C323
[00:41:04] [artwork:crc] was_joegas.dff CRC = 0x41550ED5
[00:41:04] [artwork:crc] jgas.txd CRC = 0x31D4C323
[00:41:04] [artwork:crc] was_gen_store.dff CRC = 0x333631DD
[00:41:04] [artwork:crc] sb_gst.txd CRC = 0x27E70393
[00:41:04] [artwork:crc] was_sub_pol.dff CRC = 0x1FF9A15A
[00:41:04] [artwork:crc] sub_p.txd CRC = 0xBD57F7A9
[00:41:04] [artwork:crc] was_saddom.dff CRC = 0xF113BC3D
[00:41:04] [artwork:crc] sdm.txd CRC = 0x4CB9F59A
[00:41:04] [artwork:crc] was_graves.dff CRC = 0x2227F3D0
[00:41:04] [artwork:crc] sdm.txd CRC = 0x4CB9F59A
[00:41:04] [artwork:crc] was_cliff_sm.dff CRC = 0x171F03FC
[00:41:05] [artwork:crc] grnd.txd CRC = 0x6DD8ECE3
[00:41:05] [artwork:crc] ocean_01.dff CRC = 0x51BE068A
[00:41:05] [artwork:crc] wscr.txd CRC = 0x18E52D55
[00:41:05] [artwork:crc] walt_1.dff CRC = 0x78B26714
[00:41:05] [artwork:crc] wscr.txd CRC = 0x18E52D55
[00:41:05] [artwork:crc] ran_1.dff CRC = 0x8EAE990D
[00:41:05] [artwork:crc] wscr.txd CRC = 0x18E52D55
[00:41:05] [artwork:crc] police_1.dff CRC = 0x4D0E84AB
[00:41:05] [artwork:crc] wscr.txd CRC = 0x18E52D55
[00:41:05] [artwork:crc] gleb_1.dff CRC = 0x4D196589
[00:41:05] [artwork:crc] wscr.txd CRC = 0x18E52D55
[00:41:05] [artwork:crc] farm_fence.dff CRC = 0xA8511C99
[00:41:05] [artwork:crc] farms.txd CRC = 0xF77559C2
[00:41:05] [artwork:crc] city_sign01.dff CRC = 0x68D103CF
[00:41:05] [artwork:crc] motels.txd CRC = 0x98AB8857
[00:41:05] [artwork:crc] rocky03.dff CRC = 0x957854D8
[00:41:05] [artwork:crc] wastelandsf.txd CRC = 0xAEA14FE5
[00:41:05] [artwork:crc] dead_p01.dff CRC = 0x17E17789
[00:41:05] [artwork:crc] old_stuff.txd CRC = 0xC972FDC3
[00:41:05] [artwork:crc] was_r_wall_m02.dff CRC = 0x50C7770D
[00:41:05] [artwork:crc] grnd.txd CRC = 0x6DD8ECE3
[00:41:05] [artwork:crc] was_r_wall_m01.dff CRC = 0xFA376C3
[00:41:05] [artwork:crc] grnd.txd CRC = 0x6DD8ECE3
[00:41:05] [artwork:crc] was_r_wall_cr02.dff CRC = 0x93A772AE
[00:41:05] [artwork:crc] grnd.txd CRC = 0x6DD8ECE3
[00:41:05] [artwork:crc] was_r_wall_m03.dff CRC = 0x5EBB8E2D
[00:41:06] [artwork:crc] grnd.txd CRC = 0x6DD8ECE3
[00:41:06] [artwork:crc] was_r_wall_CR01.dff CRC = 0xD694D2AF
[00:41:06] [artwork:crc] grnd.txd CRC = 0x6DD8ECE3
[00:41:06] [artwork:crc] was_river_cr2.dff CRC = 0xA4607948
[00:41:06] [artwork:crc] wbea.txd CRC = 0x81BECA37
[00:41:06] [artwork:crc] was_river_mid.dff CRC = 0x5120CD90
[00:41:06] [artwork:crc] wbea.txd CRC = 0x81BECA37
[00:41:06] [artwork:crc] was_river_end.dff CRC = 0x1F22725A
[00:41:06] [artwork:crc] wbea.txd CRC = 0x81BECA37
[00:41:06] [artwork:crc] WAS_big_land.dff CRC = 0xDC124DCD
[00:41:06] [artwork:crc] grnd.txd CRC = 0x6DD8ECE3
[00:41:06] [artwork:crc] was_woodland002.dff CRC = 0xA996DAE1
[00:41:06] [artwork:crc] grnd.txd CRC = 0x6DD8ECE3
[00:41:06] [artwork:crc] was_brd_mid.dff CRC = 0xF545C473
[00:41:06] [artwork:crc] hibrd.txd CRC = 0x8CDE9A02
[00:41:06] [artwork:crc] was_brd_end02.dff CRC = 0xF7A4D31B
[00:41:06] [artwork:crc] hibrd.txd CRC = 0x8CDE9A02
[00:41:06] [artwork:crc] was_cli_crn02.dff CRC = 0xA5620DDD
[00:41:06] [artwork:crc] grnd2.txd CRC = 0xD86D9A5A
[00:41:06] [artwork:crc] was_brid_77.dff CRC = 0x858BCFFB
[00:41:06] [artwork:crc] hibrd.txd CRC = 0x8CDE9A02
[00:41:06] [artwork:crc] hunt_hou01.dff CRC = 0x6C1D4AD0
[00:41:06] [artwork:crc] woods_t.txd CRC = 0xC5DF72D2
[00:41:06] [artwork:crc] was_woods.dff CRC = 0x9FE6611A
[00:41:07] [artwork:crc] woo.txd CRC = 0xDA600858
[00:41:07] [artwork:crc] ig_gas_sta.dff CRC = 0x2B937CBF
[00:41:07] [artwork:crc] motels.txd CRC = 0x98AB8857
[00:41:07] [artwork:crc] woo_buo.dff CRC = 0x91CBCDBC
[00:41:07] [artwork:crc] woods_t.txd CRC = 0xC5DF72D2
[00:41:07] [artwork:crc] stlamp2_d01.dff CRC = 0x54CB2AC6
[00:41:07] [artwork:crc] old_stuff.txd CRC = 0xC972FDC3
[00:41:07] [artwork:crc] wasind_gatedyn.dff CRC = 0xFECF48D9
[00:41:07] [artwork:crc] fact_1.txd CRC = 0xA6F7993B
[00:41:07] [artwork:crc] was_train_01.dff CRC = 0xB16D95CD
[00:41:07] [artwork:crc] trainyard.txd CRC = 0x492B2A74
[00:41:07] [artwork:crc] trash_pack01.dff CRC = 0xCA818CFA
